timestamp,RandomForest,GradientBoosting,LightGBM
2025-10-28 00:00:00+00:00,119.72,112.5,121.38
2025-10-28 01:00:00+00:00,118.2,110.01,116.92
2025-10-28 02:00:00+00:00,118.07,108.38,115.86
2025-10-28 03:00:00+00:00,118.07,106.62,117.17
2025-10-28 04:00:00+00:00,118.07,106.62,117.15
2025-10-28 05:00:00+00:00,118.07,106.62,117.35
2025-10-28 06:00:00+00:00,118.07,106.62,117.35
2025-10-28 07:00:00+00:00,118.06,106.62,117.35
2025-10-28 08:00:00+00:00,118.06,106.62,117.35
2025-10-28 09:00:00+00:00,118.05,106.62,117.35
2025-10-28 10:00:00+00:00,118.05,106.62,117.35
2025-10-28 11:00:00+00:00,118.05,106.62,117.44
2025-10-28 12:00:00+00:00,118.05,106.62,117.44
2025-10-28 13:00:00+00:00,118.05,106.62,117.44
2025-10-28 14:00:00+00:00,118.05,106.62,117.44
2025-10-28 15:00:00+00:00,118.05,106.62,117.44
2025-10-28 16:00:00+00:00,118.0,106.62,117.44
2025-10-28 17:00:00+00:00,118.0,106.62,117.44
2025-10-28 18:00:00+00:00,118.0,106.62,117.44
2025-10-28 19:00:00+00:00,118.0,106.62,117.44
2025-10-28 20:00:00+00:00,118.0,106.62,117.44
2025-10-28 21:00:00+00:00,118.0,106.62,117.44
2025-10-28 22:00:00+00:00,118.0,106.62,117.44
2025-10-28 23:00:00+00:00,118.0,106.62,117.44
2025-10-29 00:00:00+00:00,118.0,106.62,117.44
2025-10-29 01:00:00+00:00,118.0,106.62,117.44
2025-10-29 02:00:00+00:00,118.0,106.62,117.44
2025-10-29 03:00:00+00:00,118.0,106.62,117.44
2025-10-29 04:00:00+00:00,118.0,106.62,117.44
2025-10-29 05:00:00+00:00,118.0,106.62,117.44
2025-10-29 06:00:00+00:00,118.0,106.62,117.44
2025-10-29 07:00:00+00:00,118.0,106.62,117.44
2025-10-29 08:00:00+00:00,118.0,106.62,117.44
2025-10-29 09:00:00+00:00,118.0,106.62,117.44
2025-10-29 10:00:00+00:00,118.0,106.62,117.44
2025-10-29 11:00:00+00:00,118.0,106.62,117.44
2025-10-29 12:00:00+00:00,118.0,106.62,117.44
2025-10-29 13:00:00+00:00,118.0,106.62,117.44
2025-10-29 14:00:00+00:00,118.0,106.62,117.44
2025-10-29 15:00:00+00:00,118.0,106.62,117.44
2025-10-29 16:00:00+00:00,118.0,106.62,117.44
2025-10-29 17:00:00+00:00,118.0,106.62,117.44
2025-10-29 18:00:00+00:00,118.0,106.62,117.44
2025-10-29 19:00:00+00:00,118.0,106.62,117.44
2025-10-29 20:00:00+00:00,118.0,106.62,117.44
2025-10-29 21:00:00+00:00,118.0,106.62,117.44
2025-10-29 22:00:00+00:00,118.0,106.62,117.44
2025-10-29 23:00:00+00:00,118.0,106.62,117.44
2025-10-30 00:00:00+00:00,118.0,106.62,117.44
2025-10-30 01:00:00+00:00,118.0,106.62,117.44
2025-10-30 02:00:00+00:00,118.0,106.62,117.44
2025-10-30 03:00:00+00:00,118.0,106.62,117.44
2025-10-30 04:00:00+00:00,118.0,106.62,117.44
2025-10-30 05:00:00+00:00,118.0,106.62,117.44
2025-10-30 06:00:00+00:00,118.0,106.62,117.44
2025-10-30 07:00:00+00:00,118.0,106.62,117.44
2025-10-30 08:00:00+00:00,118.0,106.62,117.44
2025-10-30 09:00:00+00:00,118.0,106.62,117.44
2025-10-30 10:00:00+00:00,118.0,106.62,117.44
2025-10-30 11:00:00+00:00,118.0,106.62,117.44
2025-10-30 12:00:00+00:00,118.0,106.62,117.44
2025-10-30 13:00:00+00:00,118.0,106.62,117.44
2025-10-30 14:00:00+00:00,118.0,106.62,117.44
2025-10-30 15:00:00+00:00,118.0,106.62,117.44
2025-10-30 16:00:00+00:00,118.0,106.62,117.44
2025-10-30 17:00:00+00:00,118.0,106.62,117.44
2025-10-30 18:00:00+00:00,118.0,106.62,117.44
2025-10-30 19:00:00+00:00,118.0,106.62,117.44
2025-10-30 20:00:00+00:00,118.0,106.62,117.44
2025-10-30 21:00:00+00:00,118.0,106.62,117.44
2025-10-30 22:00:00+00:00,118.0,106.62,117.44
2025-10-30 23:00:00+00:00,118.0,106.62,117.44
2025-10-31 00:00:00+00:00,118.0,106.62,117.44
