timestamp,RandomForest,GradientBoosting,LightGBM
2026-01-08 00:00:00+00:00,101.68,103.82,106.17
2026-01-08 01:00:00+00:00,102.94,104.42,105.05
2026-01-08 02:00:00+00:00,103.2,104.42,104.82
2026-01-08 03:00:00+00:00,103.2,104.42,104.82
2026-01-08 04:00:00+00:00,103.2,104.42,104.62
2026-01-08 05:00:00+00:00,103.18,104.42,104.8
2026-01-08 06:00:00+00:00,103.2,104.42,104.8
2026-01-08 07:00:00+00:00,103.2,104.42,104.8
2026-01-08 08:00:00+00:00,103.19,104.42,104.8
2026-01-08 09:00:00+00:00,103.18,104.42,104.8
2026-01-08 10:00:00+00:00,103.18,104.42,104.8
2026-01-08 11:00:00+00:00,103.18,104.42,104.8
2026-01-08 12:00:00+00:00,103.18,104.42,104.8
2026-01-08 13:00:00+00:00,103.18,104.42,104.8
2026-01-08 14:00:00+00:00,103.18,104.42,104.8
2026-01-08 15:00:00+00:00,103.18,104.42,104.8
2026-01-08 16:00:00+00:00,103.18,104.42,104.8
2026-01-08 17:00:00+00:00,103.18,104.42,104.8
2026-01-08 18:00:00+00:00,103.18,104.42,104.8
2026-01-08 19:00:00+00:00,103.18,104.42,104.8
2026-01-08 20:00:00+00:00,103.18,104.42,104.8
2026-01-08 21:00:00+00:00,103.18,104.42,104.8
2026-01-08 22:00:00+00:00,103.18,104.42,104.8
2026-01-08 23:00:00+00:00,103.18,104.42,104.8
2026-01-09 00:00:00+00:00,103.18,104.42,104.8
2026-01-09 01:00:00+00:00,103.18,104.42,104.8
2026-01-09 02:00:00+00:00,103.18,104.42,104.8
2026-01-09 03:00:00+00:00,103.18,104.42,104.8
2026-01-09 04:00:00+00:00,103.18,104.42,104.8
2026-01-09 05:00:00+00:00,103.18,104.42,104.8
2026-01-09 06:00:00+00:00,103.18,104.42,104.8
2026-01-09 07:00:00+00:00,103.18,104.42,104.8
2026-01-09 08:00:00+00:00,103.18,104.42,104.8
2026-01-09 09:00:00+00:00,103.18,104.42,104.8
2026-01-09 10:00:00+00:00,103.18,104.42,104.8
2026-01-09 11:00:00+00:00,103.18,104.42,104.8
2026-01-09 12:00:00+00:00,103.18,104.42,104.8
2026-01-09 13:00:00+00:00,103.18,104.42,104.8
2026-01-09 14:00:00+00:00,103.18,104.42,104.8
2026-01-09 15:00:00+00:00,103.18,104.42,104.8
2026-01-09 16:00:00+00:00,103.18,104.42,104.8
2026-01-09 17:00:00+00:00,103.18,104.42,104.8
2026-01-09 18:00:00+00:00,103.18,104.42,104.8
2026-01-09 19:00:00+00:00,103.18,104.42,104.8
2026-01-09 20:00:00+00:00,103.18,104.42,104.8
2026-01-09 21:00:00+00:00,103.18,104.42,104.8
2026-01-09 22:00:00+00:00,103.18,104.42,104.8
2026-01-09 23:00:00+00:00,103.18,104.42,104.8
2026-01-10 00:00:00+00:00,103.18,104.42,104.8
2026-01-10 01:00:00+00:00,103.18,104.42,104.8
2026-01-10 02:00:00+00:00,103.18,104.42,104.8
2026-01-10 03:00:00+00:00,103.18,104.42,104.8
2026-01-10 04:00:00+00:00,103.18,104.42,104.8
2026-01-10 05:00:00+00:00,103.18,104.42,104.8
2026-01-10 06:00:00+00:00,103.18,104.42,104.8
2026-01-10 07:00:00+00:00,103.18,104.42,104.8
2026-01-10 08:00:00+00:00,103.18,104.42,104.8
2026-01-10 09:00:00+00:00,103.18,104.42,104.8
2026-01-10 10:00:00+00:00,103.18,104.42,104.8
2026-01-10 11:00:00+00:00,103.18,104.42,104.8
2026-01-10 12:00:00+00:00,103.18,104.42,104.8
2026-01-10 13:00:00+00:00,103.18,104.42,104.8
2026-01-10 14:00:00+00:00,103.18,104.42,104.8
2026-01-10 15:00:00+00:00,103.18,104.42,104.8
2026-01-10 16:00:00+00:00,103.18,104.42,104.8
2026-01-10 17:00:00+00:00,103.18,104.42,104.8
2026-01-10 18:00:00+00:00,103.18,104.42,104.8
2026-01-10 19:00:00+00:00,103.18,104.42,104.8
2026-01-10 20:00:00+00:00,103.18,104.42,104.8
2026-01-10 21:00:00+00:00,103.18,104.42,104.8
2026-01-10 22:00:00+00:00,103.18,104.42,104.8
2026-01-10 23:00:00+00:00,103.18,104.42,104.8
2026-01-11 00:00:00+00:00,103.18,104.42,104.8
